COMPOUND_ID,NAME_FOOD_DB,NEW_SMILES,FLAVOR_ID,NAME_FLAVOR,FLAVOR_GROUP
2918,1-Undecanol,CCCCCCCCCCCO,34.0,rose,floral
2922,Methyl 2-undecynoate,CCCCCCCCC#CC(=O)OC,33.0,floral,floral
2988,2-Decenal,CCCCCCCC=CC=O,34.0,rose,floral
3009,10-Undecen-1-ol,C=CCCCCCCCCCO,33.0,floral,floral
3010,10-Undecenyl acetate,C=CCCCCCCCCCOC(C)=O,34.0,rose,floral
3013,2-Dodecanone,CCCCCCCCCCC(C)=O,33.0,floral,floral
3052,Cetyl alcohol,CCCCCCCCCCCCCCCCO,33.0,floral,floral
3140,10-Undecenal,C=CCCCCCCCCC=O,34.0,rose,floral
3197,Tetrahydrofurfuryl propionate,CCC(=O)OCC1CCCO1,35.0,violet,floral
3215,"3,5,5-Trimethyl-1-hexanol",CC(CCO)CC(C)(C)C,33.0,floral,floral
3254,Ethyl formate,CCOC=O,34.0,rose,floral
3256,2-Ethyl-1-hexanol,CCCCC(CC)CO,34.0,rose,floral
3266,Ethyl methyl sulfide,CCSC,33.0,floral,floral
3272,2-Methylpropanal,CC(C)C=O,33.0,floral,floral
3280,Methyl isobutyrate,COC(=O)C(C)C,33.0,floral,floral
3281,Phenylmethyl 2-methylpropanoate,CC(C)C(=O)OCc1ccccc1,29.0,jasmine,floral
3304,Nonanal,CCCCCCCCC=O,34.0,rose,floral
3308,1-Nonanol,CCCCCCCCCO,33.0,floral,floral
3318,Methyl octynecarboxylate,CCCCCCC#CC(=O)OC,35.0,violet,floral
3355,Methyl 2-octynoate,CCCCCC#CC(=O)OC,35.0,violet,floral
3368,Benzyl acetate,CC(=O)OCc1ccccc1,29.0,jasmine,floral
3369,Benzyl butyl ether,CCCCOCc1ccccc1,33.0,floral,floral
3371,2-Pentyl-3-phenyl-2-propenal,CCCCCC(C=O)=Cc1ccccc1,33.0,floral,floral
3379,Butanal,CCCC=O,33.0,floral,floral
3389,2-Ethoxybutane,CCOC(C)CC,33.0,floral,floral
3391,1-Isothiocyanatobutane,CCCCN=C=S,33.0,floral,floral
3430,Cyclohexylethyl acetate,CC(=O)OCCC1CCCCC1,34.0,rose,floral
3478,Cyclohexaneacetic acid,O=C(O)CC1CCCCC1,29.0,jasmine,floral
3483,3-Decanol,CCCCCCCC(O)CC,33.0,floral,floral
3485,2-Decanone,CCCCCCCCC(C)=O,33.0,floral,floral
3492,Dimethyl disulfide,CSSC,33.0,floral,floral
4817,3-Methylbutyl angelate,CC=C(C)C(=O)OCCC(C)C,33.0,floral,floral
4834,Butyl angelate,CC=C(C)C(=O)OCCCC,34.0,rose,floral
5806,Longifolene,C=C1C2CCC3C2C(C)(C)CCCC13C,34.0,rose,floral
5820,"1,2-Dimethylbenzene",Cc1ccccc1C,25.0,geranium,floral
8053,Methyl heptanoate,CCCCCCC(=O)OC,33.0,floral,floral
8054,1-Heptanol,CCCCCCCO,35.0,violet,floral
8185,4-Methyl-1-phenyl-2-pentanol,CC(C)CC(O)Cc1ccccc1,33.0,floral,floral
8188,2-Methyl-1-phenyl-2-propanol,CC(C)(O)Cc1ccccc1,33.0,floral,floral
8189,2-Methyl-1-phenyl-2-propanyl acetate,CC(=O)OC(C)(C)Cc1ccccc1,33.0,floral,floral
8254,4-Phenyl-3-buten-2-ol,CC(O)C=Cc1ccccc1,33.0,floral,floral
8256,Benzylideneacetone,CC(=O)C=Cc1ccccc1,33.0,floral,floral
8263,5-Phenyl-1-pentanol,OCCCCCc1ccccc1,23.0,carnation,floral
8266,2-Phenylpropanal,CC(C=O)c1ccccc1,27.0,hyacinth,floral
8268,1-Phenyl-1-propanol,CCC(O)c1ccccc1,33.0,floral,floral
8272,3-Phenylpropanoic acid,O=C(O)CCc1ccccc1,34.0,rose,floral
8295,Ethyl pyruvate,CCOC(=O)C(C)=O,33.0,floral,floral
8321,Dibutyl sulfide,CCCCSCCCC,34.0,rose,floral
8405,2-Hexyl-3-phenyl-2-propenal,CCCCCCC(C=O)=Cc1ccccc1,33.0,floral,floral
8406,delta-Methylionone,CC(=O)C(C)=CC1=C(C)CCCC1(C)C,33.0,floral,floral
8409,"7-Hydroxy-3,7-dimethyloctanal",CC(CC=O)CCCC(C)(C)O,31.0,lily,floral
8410,Methyl dihydrojasmonate,CCCCCC1C(=O)CCC1CC(=O)OC,33.0,floral,floral
8549,Methyleugenol,C=CCc1ccc(OC)c(OC)c1,23.0,carnation,floral
8551,2-Methyl-4-phenyl-2-butanol,CC(C)(O)CCc1ccccc1,34.0,rose,floral
8741,Isopropyl benzoate,CC(C)OC(=O)c1ccccc1,33.0,floral,floral
8746,Benzyl alcohol,OCc1ccccc1,33.0,floral,floral
8756,alpha-Terpinyl formate,CC1=CCC(C(C)(C)OC=O)CC1,33.0,floral,floral
8758,alpha-Terpinyl propanoate,CCC(=O)OC(C)(C)C1CC=C(C)CC1,25.0,geranium,floral
8760,alpha-Terpinyl pentanoate,CCCCC(=O)OC(C)(C)C1CC=C(C)CC1,33.0,floral,floral
8788,1-Methoxy-2-methylbenzene,COc1ccccc1C,33.0,floral,floral
8794,Dibenzyl ether,c1ccc(COCc2ccccc2)cc1,34.0,rose,floral
8863,2-Methoxy-4-methylphenol,COc1cc(C)ccc1O,23.0,carnation,floral
8867,"2',4'-Dimethylacetophenone",CC(=O)c1ccc(C)cc1C,33.0,floral,floral
9194,Citronellyl anthranilate,CC(C)=CCCC(C)CCOC(=O)c1ccccc1N,34.0,rose,floral
9195,Citronellyl trans-2-methyl-2-butenoate,CC=C(C)C(=O)OCCC(C)CCC=C(C)C,34.0,rose,floral
9272,cis-4-Decenyl acetate,CCCCCC=CCCCOC(C)=O,33.0,floral,floral
9289,(+/-)-Dihydrofarnesol,CC(C)=CCCC(C)=CCCC(C)CCO,33.0,floral,floral
9483,Geranyl 2-methylbutyrate,CCC(C)C(=O)OCC=C(C)CCC=C(C)C,34.0,rose,floral
9484,Geranyl tiglate,CC=C(C)C(=O)OCC=C(C)CCC=C(C)C,25.0,geranium,floral
9819,"Methylbenzyl acetate (mixed o-, m-, p-)",CC(=O)OC(C)c1ccccc1,33.0,floral,floral
9822,2-Methylbutyl 3-methyl-2-butenoate,CCC(C)COC(=O)C=C(C)C,33.0,floral,floral
9943,2-Nonanone propyleneglycol acetal,CCCCCCCC1(C)OCC(C)O1,33.0,floral,floral
9969,O-Ethyl s-(2-furylmethyl)thiocarbonate,CCOC(=O)SCc1ccco1,33.0,floral,floral
10077,2-Phenylpropionaldehyde dimethyl acetal,COC(OC)C(C)c1ccccc1,33.0,floral,floral
10158,Pseudoionone,CC(=O)C=CC=C(C)CCC=C(C)C,33.0,floral,floral
10232,Santalyl acetate,C=C1C2CCC(C2)C1(C)CCC=C(C)COC(C)=O,33.0,floral,floral
10233,Santalyl phenylacetate,C=C1C2CCC(C2)C1(C)CCC=C(C)COC(=O)Cc1ccccc1,33.0,floral,floral
10377,Terpinyl isobutyrate,CC1=CCC(C(C)(C)OC(=O)C(C)C)CC1,33.0,floral,floral
10418,"4-(2,6,6-Trimethylcyclohex-1-enyl)but-2-en-4-one",CC=CC(=O)C1=C(C)CCCC1(C)C,33.0,floral,floral
10421,"(+/-)-2,4,8-Trimethyl-7-nonen-2-ol",CC(C)=CCCC(C)CC(C)(C)O,33.0,floral,floral
10502,2'-Hydroxyacetophenone,CC(=O)c1ccccc1O,26.0,hawthorne,floral
10531,2'-Hydroxy-5'-methylacetophenone,CC(=O)c1cc(C)ccc1O,33.0,floral,floral
10547,Methyl 2-methoxybenzoate,COC(=O)c1ccccc1OC,27.0,hyacinth,floral
10551,4'-Methylacetophenone,CC(=O)c1ccc(C)cc1,26.0,hawthorne,floral
10553,4-Methylbiphenyl,Cc1ccc(-c2ccccc2)cc1,33.0,floral,floral
10554,3-(4-Methoxyphenyl)-2-propenal,COc1ccc(C=CC=O)cc1,33.0,floral,floral
10555,"3,4-Methylenedioxybenzaldehyde",O=Cc1ccc2c(c1)OCO2,35.0,violet,floral
10557,Piperonyl acetate,CC(=O)OCc1ccc2c(c1)OCO2,33.0,floral,floral
10558,"1,1-Dimethoxy-2-phenylethane",COC(Cc1ccccc1)OC,27.0,hyacinth,floral
10561,Methyl phenylacetate,COC(=O)Cc1ccccc1,33.0,floral,floral
10562,Ethyl phenylacetate,CCOC(=O)Cc1ccccc1,33.0,floral,floral
10563,1-Phenylethanol,CC(O)c1ccccc1,27.0,hyacinth,floral
10566,(2-Methoxyethyl)benzene,COCCc1ccccc1,33.0,floral,floral
11275,Phenylmethyl benzeneacetate,O=C(Cc1ccccc1)OCc1ccccc1,33.0,floral,floral
11404,Citronellyl formate,CC(C)=CCCC(C)CCOC=O,34.0,rose,floral
11409,Phenylmethyl butanoate,CCCC(=O)OCc1ccccc1,29.0,jasmine,floral
11415,2-(4-Methylphenyl)propanal,Cc1ccc(C(C)C=O)cc1,33.0,floral,floral
11523,Geranyl benzoate,CC(C)=CCCC(C)=CCOC(=O)c1ccccc1,34.0,rose,floral
11669,Ethyl anthranilate,CCOC(=O)c1ccccc1N,22.0,blossom,floral
11675,Safrole,C=CCc1ccc2c(c1)OCO2,33.0,floral,floral
11685,4-(4-Methoxyphenyl)-2-butanone,COc1ccc(CCC(C)=O)cc1,34.0,rose,floral
11797,(R)-3-Octyl acetate,CCCCCC(CC)OC(C)=O,34.0,rose,floral
11834,2-Undecanone,CCCCCCCCCC(C)=O,28.0,iris,floral
11838,3-Phenylpropanal,O=CCCc1ccccc1,27.0,hyacinth,floral
11846,4-(4-Hydroxyphenyl)-2-butanone,CC(=O)CCc1ccc(O)cc1,33.0,floral,floral
11950,Ethyl dodecanoate,CCCCCCCCCCCC(=O)OCC,33.0,floral,floral
12003,Cinnamyl cinnamate,O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,23.0,carnation,floral
12011,Indole,c1ccc2[nH]ccc2c1,29.0,jasmine,floral
12014,Dimethyl succinate,COC(=O)CCC(=O)OC,33.0,floral,floral
12029,Methyl decanoate,CCCCCCCCCC(=O)OC,33.0,floral,floral
12109,Acetophenone,CC(=O)c1ccccc1,26.0,hawthorne,floral
12140,Lauric aldehyde,CCCCCCCCCCCC=O,31.0,lily,floral
12155,2-Phenylethanol,OCCc1ccccc1,34.0,rose,floral
12156,2-Phenylethyl acetate,CC(=O)OCCc1ccccc1,34.0,rose,floral
12191,3-Phenyl-1-propanol,OCCCc1ccccc1,27.0,hyacinth,floral
12201,Methyl benzoate,COC(=O)c1ccccc1,33.0,floral,floral
12204,4-Ethoxybenzaldehyde,CCOc1ccc(C=O)cc1,33.0,floral,floral
12241,Phenylacetaldehyde,O=CCc1ccccc1,26.0,hawthorne,floral
12354,1-Decanol,CCCCCCCCCCO,34.0,rose,floral
12396,Aceteugenol,C=CCc1ccc(OC(C)=O)c(OC)c1,33.0,floral,floral
12408,Nonyl octanoate,CCCCCCCCCOC(=O)CCCCCCC,34.0,rose,floral
12411,Octyl propanoate,CCCCCCCCOC(=O)CC,33.0,floral,floral
12418,Octyl 3-methylbutanoate,CCCCCCCCOC(=O)CC(C)C,33.0,floral,floral
12436,"1,1-Dimethoxynonane",CCCCCCCCC(OC)OC,33.0,floral,floral
12438,Ethyl tetradecanoate,CCCCCCCCCCCCCC(=O)OCC,35.0,violet,floral
12449,(±)-Citronellyl acetate,CC(=O)OCCC(C)CCC=C(C)C,34.0,rose,floral
12458,Methyl N-methylanthranilate,CNc1ccccc1C(=O)OC,22.0,blossom,floral
12557,4-Methoxybenzyl alcohol,COc1ccc(CO)cc1,27.0,hyacinth,floral
12586,1-Octanol,CCCCCCCCO,34.0,rose,floral
12647,Piperidine,C1CCNCC1,33.0,floral,floral
12758,1-(4-Methylphenyl)ethanol,Cc1ccc(C(C)O)cc1,33.0,floral,floral
12771,Decanal,CCCCCCCCCC=O,33.0,floral,floral
12841,Biphenyl,c1ccc(-c2ccccc2)cc1,25.0,geranium,floral
12856,Diphenyl ether,c1ccc(Oc2ccccc2)cc1,25.0,geranium,floral
12871,Heptyl formate,CCCCCCCOC=O,33.0,floral,floral
12872,Heptyl butanoate,CCCCCCCOC(=O)CCC,33.0,floral,floral
12883,2-Phenylpropyl isobutyrate,CC(C)C(=O)OCC(C)c1ccccc1,33.0,floral,floral
12884,3-Phenylpropyl formate,O=COCCCc1ccccc1,33.0,floral,floral
12991,"6,10,14-Trimethyl-5,9,13-pentadecatrien-2-one",CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)C,33.0,floral,floral
13071,3-Acetoxy-3-methyl-1-phenylbutane,CC(=O)OC(C)(C)CCc1ccccc1,34.0,rose,floral
13072,"8,8-Diethoxy-2,6-dimethyl-2-octanol",CCOC(CC(C)CCCC(C)(C)O)OCC,33.0,floral,floral
13417,9-Decenal,C=CCCCCCCCC=O,34.0,rose,floral
13425,2-Undecen-1-ol,CCCCCCCCC=CCO,33.0,floral,floral
13581,gamma-Ionone,CC(=O)C=CC1=C(C)CCCC1(C)C,33.0,floral,floral
13588,"5,6-Epoxy-7-megastigmen-9-one",CC(=O)C=CC12OC1(C)CCCC2(C)C,35.0,violet,floral
13597,4-Methoxybenzyl butanoate,CCCC(=O)OCc1ccc(OC)cc1,33.0,floral,floral
13599,4-Methoxybenzyl formate,COc1ccc(COC=O)cc1,33.0,floral,floral
13615,3-Methylbutyl phenylacetate,CC(C)CCOC(=O)Cc1ccccc1,29.0,jasmine,floral
13616,Phenethyl phenylacetate,O=C(Cc1ccccc1)OCCc1ccccc1,27.0,hyacinth,floral
13617,2-Methylpropyl phenylacetate,CC(C)COC(=O)Cc1ccccc1,33.0,floral,floral
13621,2-Phenylethyl propanoate,CCC(=O)OCCc1ccccc1,33.0,floral,floral
13622,2-Phenylethyl butanoate,CCCC(=O)OCCc1ccccc1,33.0,floral,floral
13623,2-Phenylethyl 2-methylpropanoate,CC(C)C(=O)OCCc1ccccc1,33.0,floral,floral
13624,2-Phenylethyl pentanoate,CCCCC(=O)OCCc1ccccc1,34.0,rose,floral
13625,2-Phenylethyl 3-methylbutanoate,CC(C)CC(=O)OCCc1ccccc1,33.0,floral,floral
13626,2-Phenylethyl 3-phenyl-2-propenoate,O=C(C=Cc1ccccc1)OCCc1ccccc1,34.0,rose,floral
13627,Phenethyl salicylate,O=C(OCCc1ccccc1)c1ccccc1O,23.0,carnation,floral
13699,Isobutyl anthranilate,CC(C)COC(=O)c1ccccc1N,33.0,floral,floral
13703,2-(2-Methylpropoxy)naphthalene,CC(C)COc1ccc2ccccc2c1,22.0,blossom,floral
13725,D-Citronellol,CC(C)=CCCC(C)CCO,34.0,rose,floral
13795,Geraniol,CC(C)=CCCC(C)=CCO,34.0,rose,floral
13856,2-Phenyl-4-pentenal,C=CCC(C=O)c1ccccc1,33.0,floral,floral
14041,"Linalool 3,7-oxide",C=CC1(C)CCC(O)C(C)(C)O1,33.0,floral,floral
14342,alpha-Irone,CC(=O)C=CC1=C(C)CCC(C)C1(C)C,33.0,floral,floral
14360,Guaiol,CC1CCC(C(C)(C)O)CC2=C1CCC2C,34.0,rose,floral
14419,alpha-Terpineol,CC1=CCC(C(C)(C)O)CC1,33.0,floral,floral
14466,"(±)-trans,trans-delta-Damascone",CC=CC(=O)C1C(C)C=CCC1(C)C,34.0,rose,floral
14475,"(2E,7R,11R)-2-Phyten-1-ol",CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,33.0,floral,floral
14518,Farnesal,CC(C)=CCCC(C)=CCCC(C)=CC=O,33.0,floral,floral
14519,"(2E,6E)-Farnesol",CC(C)=CCCC(C)=CCCC(C)=CCO,33.0,floral,floral
14610,Citronellic acid,CC(C)=CCCC(C)CC(=O)O,33.0,floral,floral
14802,Nootkatone,C=C(C)C1CC=C2CC(=O)CC(C)C2(C)C1,24.0,gardenia,floral
14846,"2,4,6-Trimethyl-4-phenyl-1,3-dioxane",CC1CC(C)(c2ccccc2)OC(C)O1,24.0,gardenia,floral
14847,Octahydro-6-isopropyl-2(1H)-naphthalenone,CC(C)C1CCC2CC(=O)CCC2C1,24.0,gardenia,floral
14850,Clarycet,CCCC1CC(C)(OC(C)=O)CCO1,33.0,floral,floral
14856,"6,6-Dimethoxy-2,5,5-trimethyl-2-hexene",COC(OC)C(C)(C)CC=C(C)C,35.0,violet,floral
14943,Linalool,C=CC(C)(O)CCC=C(C)C,30.0,lavender,floral
14949,Neryl acetate,CC(=O)OCC=C(C)CCC=C(C)C,22.0,blossom,floral
14954,Myrcenol,C=CC(=C)CCCC(C)(C)O,33.0,floral,floral
14955,7-Acetoxy-7-methyl-3-methylene-1-octene,C=CC(=C)CCCC(C)(C)OC(C)=O,30.0,lavender,floral
14988,4-Ethyloctanoic acid,CCCCC(CC)CCC(=O)O,33.0,floral,floral
15026,3-(5-Methyl-2-furanyl)butanal,Cc1ccc(C(C)CC=O)o1,33.0,floral,floral
15027,alpha-Pentylcinnamyl alcohol,CCCCCC(=Cc1ccccc1)CO,29.0,jasmine,floral
15028,3-(4-Isopropylphenyl)propanal,CC(C)c1ccc(CCC=O)cc1,33.0,floral,floral
15029,"4-(2,6,6-Trimethyl-1-cyclohexenyl)-2-butanol",CC1=C(CCC(C)O)C(C)(C)CCC1,33.0,floral,floral
15038,2-[(Isopropylthio)methyl]furan,CC(C)SCc1ccco1,33.0,floral,floral
15040,4-(4-Methylphenyl)-2-butanone,CC(=O)CCc1ccc(C)cc1,33.0,floral,floral
15068,alpha-Amylcinnamyl acetate,CCCCCC(=Cc1ccccc1)COC(C)=O,33.0,floral,floral
15074,cis-3-Hexenyl lactate,CCC=CCCOC(=O)C(C)O,35.0,violet,floral
15076,Ethyl octynecarboxylate,CCCCCCC#CC(=O)OCC,35.0,violet,floral
15082,[2-(Dimethoxymethyl)-1-heptenyl]benzene,CCCCCC(=Cc1ccccc1)C(OC)OC,31.0,lily,floral
15096,"alpha,alpha-Dimethylphenethyl formate",CC(C)(Cc1ccccc1)OC=O,31.0,lily,floral
15101,Methyl 4-tert-butylphenylacetate,COC(=O)Cc1ccc(C(C)(C)C)cc1,27.0,hyacinth,floral
15267,Methyl 4-phenylbutanoate,COC(=O)CCCc1ccccc1,33.0,floral,floral
15268,1-Phenylpropyl butyrate,CCCC(=O)OC(CC)c1ccccc1,33.0,floral,floral
15270,3-Phenylpropyl propanoate,CCC(=O)OCCCc1ccccc1,33.0,floral,floral
15317,Butyl 10-undecenoate,C=CCCCCCCCCC(=O)OCCCC,33.0,floral,floral
15323,Isobutyl salicylate,CC(C)COC(=O)c1ccccc1O,33.0,floral,floral
15484,"3,5,8-Megastigmatrien-7-one",CC=CC(=O)C1=C(C)C=CCC1(C)C,34.0,rose,floral
15571,Globulol,CC1CCC2C1C1C(CCC2(C)O)C1(C)C,33.0,floral,floral
15769,Vitispirane,C=C1C=CCC(C)(C)C12CCC(C)O2,33.0,floral,floral
15772,beta-Ionol,CC1=C(C=CC(C)O)C(C)(C)CCC1,33.0,floral,floral
15776,Acetal R,CCCOC(C)OCCc1ccccc1,27.0,hyacinth,floral
15873,Butyl anthranilate,CCCCOC(=O)c1ccccc1N,33.0,floral,floral
16141,"4-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-2-butanone",CC(=O)CCC1=C(C)C=CCC1(C)C,33.0,floral,floral
16147,3-(4-Methoxyphenyl)-2-methyl-2-propenal,COc1ccc(C=C(C)C=O)cc1,33.0,floral,floral
16163,2-Isopropyl-5-methyl-2-hexenal,CC(C)CC=C(C=O)C(C)C,30.0,lavender,floral
16174,alpha-Citronellol,C=C(C)CCCC(C)CCO,33.0,floral,floral
16184,3-Nonanon-1-yl acetate,CCCCCCC(=O)CCOC(C)=O,33.0,floral,floral
16194,Rhodinyl formate,C=C(C)CCCC(C)CCOC=O,33.0,floral,floral
16195,Rhodinyl acetate,C=C(C)CCCC(C)CCOC(C)=O,25.0,geranium,floral
16196,Rhodinyl propionate,C=C(C)CCCC(C)CCOC(=O)CC,34.0,rose,floral
16197,Rhodinyl butyrate,C=C(C)CCCC(C)CCOC(=O)CCC,25.0,geranium,floral
16200,Rhodinyl phenylacetate,C=C(C)CCCC(C)CCOC(=O)Cc1ccccc1,33.0,floral,floral
16203,Ethyl (±)-2-ethyl-3-phenylpropanoate,CCOC(=O)C(CC)Cc1ccccc1,33.0,floral,floral
16230,Linalyl phenylacetate,C=CC(C)(CCC=C(C)C)OC(=O)Cc1ccccc1,34.0,rose,floral
16232,Guaiol acetate,CC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2,34.0,rose,floral
16239,Methyl citronellate,COC(=O)CC(C)CCC=C(C)C,25.0,geranium,floral
16240,Citronellyl propionate,CCC(=O)OCCC(C)CCC=C(C)C,34.0,rose,floral
16241,Citronellyl butyrate,CCCC(=O)OCCC(C)CCC=C(C)C,34.0,rose,floral
16242,Citronellyl isobutyrate,CC(C)=CCCC(C)CCOC(=O)C(C)C,34.0,rose,floral
16243,Citronellyl pentanoate,CCCCC(=O)OCCC(C)CCC=C(C)C,34.0,rose,floral
16244,Citronellyl alpha-toluate,CC(C)=CCCC(C)CCOC(=O)Cc1ccccc1,34.0,rose,floral
16303,Isoeugenol phenylacetate,CC=Cc1ccc(OC(=O)Cc2ccccc2)c(OC)c1,33.0,floral,floral
16307,4-Methyl-2-phenyl-2-pentenal,CC(C)C=C(C=O)c1ccccc1,34.0,rose,floral
16318,2-Butyl-3-phenyl-2-propen-1-al,CCCCC(C=O)=Cc1ccccc1,33.0,floral,floral
16320,2-Methyl-3-(2-pentenyl)-2-cyclopenten-1-one,CCC=CC=C1CCC(=O)C1C,33.0,floral,floral
16331,Methyl 9-undecenoate,CC=CCCCCCCCC(=O)OC,34.0,rose,floral
16335,5-Hexyldihydro-4-methyl-2(3H)-furanone,CCCCCCC1OC(=O)CC1C,33.0,floral,floral
16449,4-Acetoxy-2-hexyltetrahydrofuran,CCCCCCC1CC(OC(C)=O)CO1,33.0,floral,floral
16572,Ethyl methyl-p-tolylglycidate,CCOC(=O)C1OC1(C)c1ccc(C)cc1,33.0,floral,floral
16577,3-Methylbutyl nonanoate,CCCCCCCCC(=O)OCCC(C)C,33.0,floral,floral
16749,Phenethyl tiglate,CC=C(C)C(=O)OCCc1ccccc1,34.0,rose,floral
16753,3-Hydroxynonyl acetate,CCCCCCC(O)CCOC(C)=O,33.0,floral,floral
16754,3-Methyl-alpha-ionyl acetate,CC(=O)OC(C)C(C)=CC1C(C)=CCCC1(C)C,35.0,violet,floral
16763,2-Methyl-4-phenyl-2-butyl 2-methylpropanoate,CC(C)C(=O)OC(C)(C)CCc1ccccc1,33.0,floral,floral
16813,Guaicyl phenylacetate,COc1ccccc1OC(=O)Cc1ccccc1,33.0,floral,floral
16828,Allyl anthranilate,C=CCOC(=O)c1ccccc1N,33.0,floral,floral
16830,Cyclohexyl anthranilate,Nc1ccccc1C(=O)OC1CCCCC1,22.0,blossom,floral
16831,Phenethyl anthranilate,Nc1ccccc1C(=O)OCCc1ccccc1,28.0,iris,floral
16839,Isoamyl cinnamate,CC(C)CCOC(=O)C=Cc1ccccc1,33.0,floral,floral
16840,Heptyl cinnamate,CCCCCCCOC(=O)C=Cc1ccccc1,27.0,hyacinth,floral
16843,p-Tolyl isobutyrate,Cc1ccc(OC(=O)C(C)C)cc1,33.0,floral,floral
16846,4-Methylphenyl dodecanoate,CCCCCCCCCCCC(=O)Oc1ccc(C)cc1,33.0,floral,floral
16847,"[2,2-bis(2-methylpropoxy)ethyl]benzene",CC(C)COC(Cc1ccccc1)OCC(C)C,33.0,floral,floral
16849,Hexyl phenylacetate,CCCCCCOC(=O)Cc1ccccc1,34.0,rose,floral
16851,1-Phenylethyl formate,CC(OC=O)c1ccccc1,33.0,floral,floral
16853,1-Phenylethyl butyrate,CCCC(=O)OC(C)c1ccccc1,33.0,floral,floral
16854,2-Phenylethyl hexanoate,CCCCCC(=O)OCCc1ccccc1,33.0,floral,floral
16856,2-Phenylethyl 2-methylbutanoate,CCC(C)C(=O)OCCc1ccccc1,33.0,floral,floral
16860,2-Phenylethyl 2-furancarboxylate,O=C(OCCc1ccccc1)c1ccco1,34.0,rose,floral
16862,Hexyl 2-furoate,CCCCCCOC(=O)c1ccco1,33.0,floral,floral
16871,Isobutyl 2-furanpropionate,CC(C)COC(=O)CCc1ccco1,33.0,floral,floral
16872,Isoamyl 2-furanpropionate,CC(C)CCOC(=O)CCc1ccco1,33.0,floral,floral
16958,Dihydrocitronellal,CCC(C)CCCC(C)C=O,34.0,rose,floral
16959,9-Undecenal,CC=CCCCCCCCC=O,33.0,floral,floral
17243,Dihydro-alpha-ionone,CC(=O)CCC1C(C)=CCCC1(C)C,35.0,violet,floral
17244,beta-Ionyl acetate,CC(=O)OC(C)C=CC1=C(C)CCCC1(C)C,35.0,violet,floral
17269,alpha-Terpinyl anthranilate,CC1=CCC(C(C)(C)OC(=O)c2ccccc2N)CC1,31.0,lily,floral
17549,Isobornyl propionate,CCC(=O)OC1CC2CCC1(C)C2(C)C,30.0,lavender,floral
17561,Geranyl 2-methylpropanoate,CC(C)=CCCC(C)=CCOC(=O)C(C)C,33.0,floral,floral
17586,cis-3-Hexenyl phenylacetate,CCC=CCCOC(=O)Cc1ccccc1,34.0,rose,floral
17698,2-Ethoxy-4-(methoxymethyl)phenol,CCOc1cc(COC)ccc1O,23.0,carnation,floral
18001,Octyl formate,CCCCCCCCOC=O,34.0,rose,floral
18002,Amyl salicylate,CCCCCOC(=O)c1ccccc1O,33.0,floral,floral
18011,Geranyl propionate,CCC(=O)OCC=C(C)CCC=C(C)C,33.0,floral,floral
18012,Geranyl butyrate,CCCC(=O)OCC=C(C)CCC=C(C)C,34.0,rose,floral
18148,"4,7-Megastigmadien-9-ol",CC1=CCCC(C)(C)C1C=CC(C)O,33.0,floral,floral
18209,(Z)-1-(1-Ethoxyethoxy)-3-hexene,CCC=CCCOC(C)OCC,35.0,violet,floral
18444,Citronellyl isovalerate,CC(C)=CCCC(C)CCOC(=O)CC(C)C,34.0,rose,floral
18448,Citronellyl hexanoate,CCCCCC(=O)OCCC(C)CCC=C(C)C,34.0,rose,floral
18455,Ethyl tiglate,CC=C(C)C(=O)OCC,33.0,floral,floral
19069,7-Methyl-3-octen-2-one,CC(=O)C=CCCC(C)C,33.0,floral,floral
19247,3-(4-Isopropylphenyl)-2-methylpropanal,CC(C=O)Cc1ccc(C(C)C)cc1,33.0,floral,floral
19352,1-Acetylcyclohexyl acetate,CC(=O)OC1(C(C)=O)CCCCC1,33.0,floral,floral
19426,Cyclopentanethiol,SC1CCCC1,33.0,floral,floral
19502,"2-Benzyl-4,5-dimethyl-1,3-dioxolane",CC1OC(Cc2ccccc2)OC1C,33.0,floral,floral
19517,1-Decen-3-ol,C=CC(O)CCCCCCC,33.0,floral,floral
19539,2-Naphthyl anthranilate,Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,33.0,floral,floral
19882,Decyl acetate,CCCCCCCCCCOC(C)=O,34.0,rose,floral
19889,Heptyl 2-methylpropanoate,CCCCCCCOC(=O)C(C)C,33.0,floral,floral
19912,Ethyl nonanoate,CCCCCCCCC(=O)OCC,34.0,rose,floral
19937,2-Phenoxyethyl isobutyrate,CC(C)C(=O)OCCOc1ccccc1,34.0,rose,floral
19938,"8,8-Dimethoxy-2,6-dimethyl-2-octanol",COC(CC(C)CCCC(C)(C)O)OC,31.0,lily,floral
19946,Isoamyl salicylate,CC(C)CCOC(=O)c1ccccc1O,33.0,floral,floral
19947,2-Methyl-1-phenyl-2-propanyl butyrate,CCCC(=O)OC(C)(C)Cc1ccccc1,33.0,floral,floral
19987,Ethyl 2-(methylthio)acetate,CCOC(=O)CSC,33.0,floral,floral
